continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,aged_65_older
Europe,Malta,2020-07-05,671.0,0.0,9.0,0.0,102394.0,457.0,19.426
Europe,Malta,2020-07-06,671.0,0.0,9.0,0.0,103324.0,930.0,19.426
Europe,Malta,2020-07-07,671.0,0.0,9.0,0.0,104099.0,775.0,19.426
Europe,Malta,2020-07-08,672.0,1.0,9.0,0.0,104908.0,809.0,19.426
Europe,Malta,2020-07-09,672.0,0.0,9.0,0.0,105683.0,775.0,19.426
Europe,Malta,2020-07-10,673.0,1.0,9.0,0.0,106425.0,742.0,19.426
Europe,Malta,2020-07-11,673.0,0.0,9.0,0.0,107166.0,741.0,19.426
Europe,Malta,2020-07-12,673.0,0.0,9.0,0.0,107622.0,456.0,19.426
Europe,Malta,2020-07-13,673.0,0.0,9.0,0.0,108553.0,931.0,19.426
Europe,Malta,2020-07-14,673.0,0.0,9.0,0.0,109538.0,985.0,19.426
Europe,Malta,2020-07-15,673.0,0.0,9.0,0.0,110625.0,1087.0,19.426
Europe,Malta,2020-07-16,673.0,0.0,9.0,0.0,111555.0,930.0,19.426
Europe,Malta,2020-07-17,673.0,0.0,9.0,0.0,112403.0,848.0,19.426
Europe,Malta,2020-07-18,673.0,0.0,9.0,0.0,113237.0,834.0,19.426
Europe,Malta,2020-07-19,674.0,1.0,9.0,0.0,113820.0,583.0,19.426
Europe,Malta,2020-07-20,674.0,0.0,9.0,0.0,114779.0,959.0,19.426
Europe,Malta,2020-07-21,675.0,1.0,9.0,0.0,115795.0,1016.0,19.426
Europe,Malta,2020-07-22,675.0,0.0,9.0,0.0,116909.0,1114.0,19.426
Europe,Malta,2020-07-23,677.0,2.0,9.0,0.0,117840.0,931.0,19.426
Europe,Malta,2020-07-24,678.0,1.0,9.0,0.0,118925.0,1085.0,19.426
Europe,Malta,2020-07-25,680.0,2.0,9.0,0.0,120145.0,1220.0,19.426
Europe,Malta,2020-07-26,684.0,4.0,9.0,0.0,120995.0,850.0,19.426
Europe,Malta,2020-07-27,698.0,14.0,9.0,0.0,122348.0,1353.0,19.426
Europe,Malta,2020-07-28,699.0,1.0,9.0,0.0,123963.0,1615.0,19.426
Europe,Malta,2020-07-29,705.0,6.0,9.0,0.0,125685.0,1722.0,19.426
Europe,Malta,2020-07-30,718.0,13.0,9.0,0.0,126999.0,1314.0,19.426
Europe,Malta,2020-07-31,727.0,9.0,9.0,0.0,128747.0,1748.0,19.426
Europe,Malta,2020-08-01,736.0,9.0,9.0,0.0,130163.0,1416.0,19.426
Europe,Malta,2020-08-02,754.0,18.0,9.0,0.0,131600.0,1437.0,19.426
Europe,Malta,2020-08-03,769.0,15.0,9.0,0.0,133101.0,1501.0,19.426
Europe,Malta,2020-08-04,783.0,14.0,9.0,0.0,134940.0,1839.0,19.426
Europe,Malta,2020-08-05,799.0,16.0,9.0,0.0,136709.0,1769.0,19.426
Europe,Malta,2020-08-06,820.0,21.0,9.0,0.0,138426.0,1717.0,19.426
Europe,Malta,2020-08-07,839.0,19.0,9.0,0.0,139974.0,1548.0,19.426
Europe,Malta,2020-08-08,889.0,50.0,9.0,0.0,141763.0,1789.0,19.426
Europe,Malta,2020-08-09,929.0,40.0,9.0,0.0,143380.0,1617.0,19.426
Europe,Malta,2020-08-10,983.0,54.0,9.0,0.0,145261.0,1881.0,19.426
Europe,Malta,2020-08-11,1006.0,23.0,9.0,0.0,147405.0,2144.0,19.426
Europe,Malta,2020-08-12,1035.0,29.0,9.0,0.0,149888.0,2483.0,19.426
Europe,Malta,2020-08-13,1084.0,49.0,9.0,0.0,152079.0,2191.0,19.426
Europe,Malta,2020-08-14,1139.0,55.0,9.0,0.0,154513.0,2434.0,19.426
Europe,Malta,2020-08-15,1170.0,31.0,9.0,0.0,156653.0,2140.0,19.426
Europe,Malta,2020-08-16,1242.0,72.0,9.0,0.0,158923.0,2270.0,19.426
Europe,Malta,2020-08-17,1305.0,63.0,9.0,0.0,161046.0,2123.0,19.426
Europe,Malta,2020-08-18,1373.0,68.0,9.0,0.0,163306.0,2260.0,19.426
Europe,Malta,2020-08-19,1422.0,49.0,9.0,0.0,166335.0,3029.0,19.426
Europe,Malta,2020-08-20,1469.0,47.0,9.0,0.0,168780.0,2445.0,19.426
Europe,Malta,2020-08-21,1509.0,40.0,9.0,0.0,171090.0,2310.0,19.426
Europe,Malta,2020-08-22,1545.0,36.0,9.0,0.0,173263.0,2173.0,19.426
Europe,Malta,2020-08-23,1576.0,31.0,10.0,1.0,175457.0,2194.0,19.426
Europe,Malta,2020-08-24,1611.0,35.0,10.0,0.0,177504.0,2047.0,19.426
Europe,Malta,2020-08-25,1668.0,57.0,10.0,0.0,179689.0,2185.0,19.426
Europe,Malta,2020-08-26,1706.0,38.0,10.0,0.0,182231.0,2542.0,19.426
Europe,Malta,2020-08-27,1752.0,46.0,10.0,0.0,184340.0,2109.0,19.426
Europe,Malta,2020-08-28,1789.0,37.0,10.0,0.0,186630.0,2290.0,19.426
Europe,Malta,2020-08-29,1821.0,32.0,10.0,0.0,188539.0,1909.0,19.426
Europe,Malta,2020-08-30,1849.0,28.0,10.0,0.0,190579.0,2040.0,19.426
Europe,Malta,2020-08-31,1864.0,15.0,11.0,1.0,192494.0,1915.0,19.426
Europe,Malta,2020-09-01,1885.0,21.0,12.0,1.0,194561.0,2067.0,19.426
Europe,Malta,2020-09-02,1911.0,26.0,12.0,0.0,196999.0,2438.0,19.426
Europe,Malta,2020-09-03,1932.0,21.0,13.0,1.0,198868.0,1869.0,19.426
Europe,Malta,2020-09-04,1966.0,34.0,13.0,0.0,200571.0,1703.0,19.426
Europe,Malta,2020-09-05,1985.0,19.0,13.0,0.0,202122.0,1551.0,19.426
Europe,Malta,2020-09-06,2015.0,30.0,14.0,1.0,203762.0,1640.0,19.426
Europe,Malta,2020-09-07,2040.0,25.0,14.0,0.0,205125.0,1363.0,19.426
Europe,Malta,2020-09-08,2077.0,37.0,14.0,0.0,207168.0,2043.0,19.426
Europe,Malta,2020-09-09,2100.0,23.0,14.0,0.0,,,19.426
Europe,Malta,2020-09-10,2163.0,63.0,14.0,0.0,,,19.426
Europe,Malta,2020-09-11,2205.0,42.0,14.0,0.0,,,19.426
Europe,Malta,2020-09-12,2248.0,43.0,15.0,1.0,,,19.426
Europe,Malta,2020-09-13,2275.0,27.0,15.0,0.0,,,19.426
Europe,Malta,2020-09-14,2353.0,78.0,15.0,0.0,,,19.426
Europe,Malta,2020-09-15,2406.0,53.0,16.0,1.0,,,19.426
Europe,Malta,2020-09-16,2455.0,49.0,16.0,0.0,,,19.426
Europe,Malta,2020-09-17,2560.0,105.0,16.0,0.0,,,19.426
Europe,Malta,2020-09-18,2595.0,35.0,16.0,0.0,,,19.426
Europe,Malta,2020-09-19,2634.0,39.0,17.0,1.0,,,19.426
Europe,Moldova,2020-03-08,1.0,1.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-11,3.0,2.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-12,4.0,1.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-13,6.0,2.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-14,8.0,2.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-15,20.0,12.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-16,23.0,3.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-17,29.0,6.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-18,30.0,1.0,0.0,0.0,,,10.864
Europe,Moldova,2020-03-19,36.0,6.0,1.0,1.0,,,10.864
Europe,Moldova,2020-03-20,49.0,13.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-21,66.0,17.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-22,80.0,14.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-23,94.0,14.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-24,109.0,15.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-25,125.0,16.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-26,149.0,24.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-27,177.0,28.0,1.0,0.0,,,10.864
Europe,Moldova,2020-03-28,199.0,22.0,2.0,1.0,,,10.864
Europe,Moldova,2020-03-29,231.0,32.0,2.0,0.0,,,10.864
Europe,Moldova,2020-03-30,263.0,32.0,2.0,0.0,,,10.864
Europe,Moldova,2020-03-31,298.0,35.0,2.0,0.0,,,10.864
Europe,Moldova,2020-04-01,353.0,55.0,4.0,2.0,,,10.864
Europe,Moldova,2020-04-02,423.0,70.0,5.0,1.0,,,10.864
Europe,Moldova,2020-04-03,505.0,82.0,6.0,1.0,,,10.864
Europe,Moldova,2020-04-04,591.0,86.0,8.0,2.0,,,10.864
Europe,Moldova,2020-04-05,752.0,161.0,12.0,4.0,,,10.864
Europe,Moldova,2020-04-06,864.0,112.0,15.0,3.0,,,10.864
Europe,Moldova,2020-04-07,965.0,101.0,19.0,4.0,,,10.864
Europe,Moldova,2020-04-08,1056.0,91.0,22.0,3.0,,,10.864
Europe,Moldova,2020-04-09,1174.0,118.0,27.0,5.0,,,10.864
Europe,Moldova,2020-04-10,1289.0,115.0,29.0,2.0,,,10.864
Europe,Moldova,2020-04-11,1438.0,149.0,29.0,0.0,,,10.864
Europe,Moldova,2020-04-12,1560.0,122.0,30.0,1.0,,,10.864
Europe,Moldova,2020-04-13,1662.0,102.0,32.0,2.0,,,10.864
Europe,Moldova,2020-04-14,1712.0,50.0,36.0,4.0,,,10.864
Europe,Moldova,2020-04-15,1934.0,222.0,40.0,4.0,,,10.864
Europe,Moldova,2020-04-16,2049.0,115.0,46.0,6.0,,,10.864
Europe,Moldova,2020-04-17,2154.0,105.0,54.0,8.0,,,10.864
Europe,Moldova,2020-04-18,2264.0,110.0,56.0,2.0,,,10.864
Europe,Moldova,2020-04-19,2351.0,87.0,60.0,4.0,,,10.864
Europe,Moldova,2020-04-20,2472.0,121.0,67.0,7.0,,,10.864
Europe,Moldova,2020-04-21,2548.0,76.0,70.0,3.0,,,10.864
Europe,Moldova,2020-04-22,2614.0,66.0,73.0,3.0,,,10.864
Europe,Moldova,2020-04-23,2778.0,164.0,76.0,3.0,,,10.864
Europe,Moldova,2020-04-24,2926.0,148.0,80.0,4.0,,,10.864
Europe,Moldova,2020-04-25,3110.0,184.0,87.0,7.0,,,10.864
Europe,Moldova,2020-04-26,3304.0,194.0,94.0,7.0,,,10.864
Europe,Moldova,2020-04-27,3408.0,104.0,96.0,2.0,,,10.864
Europe,Moldova,2020-04-28,3481.0,73.0,102.0,6.0,,,10.864
Europe,Moldova,2020-04-29,3638.0,157.0,107.0,5.0,,,10.864
Europe,Moldova,2020-04-30,3771.0,133.0,111.0,4.0,,,10.864
Europe,Moldova,2020-05-01,3897.0,126.0,119.0,8.0,,,10.864
Europe,Moldova,2020-05-02,3980.0,83.0,122.0,3.0,,,10.864
Europe,Moldova,2020-05-03,4052.0,72.0,124.0,2.0,,,10.864
Europe,Moldova,2020-05-04,4121.0,69.0,125.0,1.0,,,10.864
Europe,Moldova,2020-05-05,4248.0,127.0,132.0,7.0,,,10.864
Europe,Moldova,2020-05-06,4363.0,115.0,136.0,4.0,,,10.864
Europe,Moldova,2020-05-07,4476.0,113.0,143.0,7.0,,,10.864
Europe,Moldova,2020-05-08,4605.0,129.0,145.0,2.0,,,10.864
Europe,Moldova,2020-05-09,4728.0,123.0,152.0,7.0,,,10.864
Europe,Moldova,2020-05-10,4867.0,139.0,161.0,9.0,,,10.864
Europe,Moldova,2020-05-11,4927.0,60.0,169.0,8.0,,,10.864
Europe,Moldova,2020-05-12,4995.0,68.0,175.0,6.0,,,10.864
Europe,Moldova,2020-05-13,5154.0,159.0,182.0,7.0,,,10.864
Europe,Moldova,2020-05-14,5406.0,252.0,185.0,3.0,,,10.864
Europe,Moldova,2020-05-15,5553.0,147.0,194.0,9.0,,,10.864
Europe,Moldova,2020-05-16,5745.0,192.0,197.0,3.0,,,10.864
Europe,Moldova,2020-05-17,5934.0,189.0,207.0,10.0,,,10.864
Europe,Moldova,2020-05-18,6060.0,126.0,211.0,4.0,,,10.864
Europe,Moldova,2020-05-19,6138.0,78.0,215.0,4.0,,,10.864
Europe,Moldova,2020-05-20,6340.0,202.0,221.0,6.0,,,10.864
Europe,Moldova,2020-05-21,6553.0,213.0,228.0,7.0,,,10.864
Europe,Moldova,2020-05-22,6704.0,151.0,233.0,5.0,,,10.864
Europe,Moldova,2020-05-23,6847.0,143.0,237.0,4.0,,,10.864
Europe,Moldova,2020-05-24,6994.0,147.0,242.0,5.0,,,10.864
Europe,Moldova,2020-05-25,7093.0,99.0,250.0,8.0,,,10.864
Europe,Moldova,2020-05-26,7147.0,54.0,261.0,11.0,,,10.864
Europe,Moldova,2020-05-27,7305.0,158.0,267.0,6.0,,,10.864
Europe,Moldova,2020-05-28,7537.0,232.0,274.0,7.0,,,10.864
Europe,Moldova,2020-05-29,7725.0,188.0,282.0,8.0,,,10.864
Europe,Moldova,2020-05-30,7896.0,171.0,288.0,6.0,,,10.864
Europe,Moldova,2020-05-31,8098.0,202.0,291.0,3.0,,,10.864
Europe,Moldova,2020-06-01,8251.0,153.0,295.0,4.0,,,10.864
Europe,Moldova,2020-06-02,8360.0,109.0,307.0,12.0,,,10.864
Europe,Moldova,2020-06-03,8548.0,188.0,307.0,0.0,,,10.864
Europe,Moldova,2020-06-04,8795.0,247.0,310.0,3.0,,,10.864
Europe,Moldova,2020-06-05,9018.0,223.0,315.0,5.0,,,10.864
Europe,Moldova,2020-06-06,9247.0,229.0,323.0,8.0,,,10.864
Europe,Moldova,2020-06-07,9511.0,264.0,331.0,8.0,,,10.864
Europe,Moldova,2020-06-08,9700.0,189.0,341.0,10.0,,,10.864
Europe,Moldova,2020-06-09,9807.0,107.0,353.0,12.0,,,10.864
Europe,Moldova,2020-06-10,10025.0,218.0,365.0,12.0,,,10.864
Europe,Moldova,2020-06-11,10321.0,296.0,371.0,6.0,,,10.864
Europe,Moldova,2020-06-12,10727.0,406.0,375.0,4.0,,,10.864
Europe,Moldova,2020-06-13,11093.0,366.0,385.0,10.0,,,10.864
Europe,Moldova,2020-06-14,11459.0,366.0,398.0,13.0,,,10.864
Europe,Moldova,2020-06-15,11740.0,281.0,406.0,8.0,,,10.864
Europe,Moldova,2020-06-16,11879.0,139.0,411.0,5.0,,,10.864
Europe,Moldova,2020-06-17,12254.0,375.0,423.0,12.0,,,10.864
Europe,Moldova,2020-06-18,12732.0,478.0,433.0,10.0,,,10.864
Europe,Moldova,2020-06-19,13106.0,374.0,444.0,11.0,,,10.864
Europe,Moldova,2020-06-20,13556.0,450.0,450.0,6.0,,,10.864
Europe,Moldova,2020-06-21,13953.0,397.0,464.0,14.0,,,10.864
Europe,Moldova,2020-06-22,14200.0,247.0,473.0,9.0,,,10.864
Europe,Moldova,2020-06-23,14363.0,163.0,480.0,7.0,,,10.864
Europe,Moldova,2020-06-24,14714.0,351.0,490.0,10.0,,,10.864
Europe,Moldova,2020-06-25,15078.0,364.0,495.0,5.0,,,10.864
Europe,Moldova,2020-06-26,15453.0,375.0,502.0,7.0,,,10.864
Europe,Moldova,2020-06-27,15776.0,323.0,515.0,13.0,,,10.864
Europe,Moldova,2020-06-28,16080.0,304.0,521.0,6.0,,,10.864
Europe,Moldova,2020-06-29,16250.0,170.0,530.0,9.0,,,10.864
Europe,Moldova,2020-06-30,16357.0,107.0,536.0,6.0,,,10.864
Europe,Moldova,2020-07-01,16613.0,256.0,545.0,9.0,,,10.864
Europe,Moldova,2020-07-02,16898.0,285.0,549.0,4.0,,,10.864
Europe,Moldova,2020-07-03,17150.0,252.0,560.0,11.0,,,10.864
Europe,Moldova,2020-07-04,17445.0,295.0,572.0,12.0,,,10.864
Europe,Moldova,2020-07-05,17672.0,227.0,580.0,8.0,,,10.864
Europe,Moldova,2020-07-06,17814.0,142.0,585.0,5.0,,,10.864
Europe,Moldova,2020-07-07,17906.0,92.0,595.0,10.0,,,10.864
Europe,Moldova,2020-07-08,18141.0,235.0,603.0,8.0,,,10.864
Europe,Moldova,2020-07-09,18471.0,330.0,614.0,11.0,,,10.864
Europe,Moldova,2020-07-10,18666.0,195.0,624.0,10.0,,,10.864
Europe,Moldova,2020-07-11,18924.0,258.0,635.0,11.0,,,10.864
Europe,Moldova,2020-07-12,19208.0,284.0,640.0,5.0,,,10.864
Europe,Moldova,2020-07-13,19382.0,174.0,642.0,2.0,,,10.864
Europe,Moldova,2020-07-14,19439.0,57.0,649.0,7.0,,,10.864
Europe,Moldova,2020-07-15,19708.0,269.0,658.0,9.0,,,10.864
Europe,Moldova,2020-07-16,20040.0,332.0,659.0,1.0,,,10.864
Europe,Moldova,2020-07-17,20264.0,224.0,666.0,7.0,,,10.864
Europe,Moldova,2020-07-18,20494.0,230.0,675.0,9.0,,,10.864
Europe,Moldova,2020-07-19,20794.0,300.0,680.0,5.0,,,10.864
Europe,Moldova,2020-07-20,20980.0,186.0,684.0,4.0,,,10.864
Europe,Moldova,2020-07-21,21115.0,135.0,695.0,11.0,,,10.864
Europe,Moldova,2020-07-22,21442.0,327.0,707.0,12.0,,,10.864
Europe,Moldova,2020-07-23,21798.0,356.0,712.0,5.0,,,10.864
Europe,Moldova,2020-07-24,22105.0,307.0,719.0,7.0,,,10.864
Europe,Moldova,2020-07-25,22483.0,378.0,726.0,7.0,,,10.864
Europe,Moldova,2020-07-26,22828.0,345.0,732.0,6.0,,,10.864
Europe,Moldova,2020-07-27,23034.0,206.0,735.0,3.0,,,10.864
Europe,Moldova,2020-07-28,23154.0,120.0,748.0,13.0,,,10.864
Europe,Moldova,2020-07-29,23521.0,367.0,753.0,5.0,,,10.864
Europe,Moldova,2020-07-30,23947.0,426.0,759.0,6.0,,,10.864
Europe,Moldova,2020-07-31,23947.0,0.0,771.0,12.0,,,10.864
Europe,Moldova,2020-08-01,24733.0,786.0,778.0,7.0,,,10.864
Europe,Moldova,2020-08-02,25113.0,380.0,788.0,10.0,,,10.864
Europe,Moldova,2020-08-03,25362.0,249.0,791.0,3.0,,,10.864
Europe,Moldova,2020-08-04,25482.0,120.0,800.0,9.0,,,10.864
Europe,Moldova,2020-08-05,25814.0,332.0,810.0,10.0,,,10.864
Europe,Moldova,2020-08-06,26222.0,408.0,823.0,13.0,,,10.864
Europe,Moldova,2020-08-07,26628.0,406.0,828.0,5.0,,,10.864
Europe,Moldova,2020-08-08,26990.0,362.0,835.0,7.0,,,10.864
Europe,Moldova,2020-08-09,27443.0,453.0,841.0,6.0,,,10.864
Europe,Moldova,2020-08-10,27660.0,217.0,845.0,4.0,,,10.864
Europe,Moldova,2020-08-11,27841.0,181.0,850.0,5.0,,,10.864
Europe,Moldova,2020-08-12,28223.0,382.0,857.0,7.0,,,10.864
Europe,Moldova,2020-08-13,28697.0,474.0,863.0,6.0,,,10.864
Europe,Moldova,2020-08-14,29087.0,390.0,878.0,15.0,,,10.864
Europe,Moldova,2020-08-15,29483.0,396.0,884.0,6.0,,,10.864
Europe,Moldova,2020-08-16,29905.0,422.0,895.0,11.0,,,10.864
Europe,Moldova,2020-08-17,30183.0,278.0,896.0,1.0,,,10.864
Europe,Moldova,2020-08-18,30377.0,194.0,908.0,12.0,,,10.864
Europe,Moldova,2020-08-19,30789.0,412.0,908.0,0.0,,,10.864
Europe,Moldova,2020-08-20,31415.0,626.0,914.0,6.0,,,10.864
Europe,Moldova,2020-08-21,31937.0,522.0,921.0,7.0,,,10.864
Europe,Moldova,2020-08-22,32484.0,547.0,929.0,8.0,,,10.864
Europe,Moldova,2020-08-23,33072.0,588.0,935.0,6.0,,,10.864
Europe,Moldova,2020-08-24,33478.0,406.0,940.0,5.0,,,10.864
Europe,Moldova,2020-08-25,33828.0,350.0,945.0,5.0,,,10.864
Europe,Moldova,2020-08-26,34358.0,530.0,960.0,15.0,,,10.864
Europe,Moldova,2020-08-27,34982.0,624.0,967.0,7.0,,,10.864
Europe,Moldova,2020-08-28,35546.0,564.0,977.0,10.0,,,10.864
Europe,Moldova,2020-08-29,35904.0,358.0,981.0,4.0,,,10.864
Europe,Moldova,2020-08-30,36404.0,500.0,990.0,9.0,,,10.864
Europe,Moldova,2020-08-31,36700.0,296.0,992.0,2.0,,,10.864
Europe,Moldova,2020-09-01,36920.0,220.0,995.0,3.0,,,10.864
Europe,Moldova,2020-09-02,37208.0,288.0,1008.0,13.0,,,10.864
Europe,Moldova,2020-09-03,37740.0,532.0,1024.0,16.0,,,10.864
Europe,Moldova,2020-09-04,38372.0,632.0,1036.0,12.0,,,10.864
Europe,Moldova,2020-09-05,38906.0,534.0,1047.0,11.0,,,10.864
Europe,Moldova,2020-09-06,39473.0,567.0,1063.0,16.0,,,10.864
Europe,Moldova,2020-09-07,39797.0,324.0,1063.0,0.0,,,10.864
Europe,Moldova,2020-09-08,40055.0,258.0,1074.0,11.0,,,10.864
Europe,Moldova,2020-09-09,40556.0,501.0,1087.0,13.0,,,10.864
Europe,Moldova,2020-09-10,41144.0,588.0,1096.0,9.0,,,10.864
Europe,Moldova,2020-09-11,41704.0,560.0,1106.0,10.0,,,10.864
Europe,Moldova,2020-09-12,42183.0,479.0,1114.0,8.0,,,10.864
Europe,Moldova,2020-09-13,42714.0,531.0,1118.0,4.0,,,10.864
Europe,Moldova,2020-09-14,42978.0,264.0,1123.0,5.0,,,10.864
Europe,Moldova,2020-09-15,43207.0,229.0,1130.0,7.0,,,10.864
Europe,Moldova,2020-09-16,43734.0,527.0,1144.0,14.0,,,10.864
Europe,Moldova,2020-09-17,44361.0,627.0,1159.0,15.0,,,10.864
Europe,Moldova,2020-09-18,44983.0,622.0,1170.0,11.0,,,10.864
Europe,Moldova,2020-09-19,45648.0,665.0,1186.0,16.0,,,10.864
Europe,Monaco,2019-12-31,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-01,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-02,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-03,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-04,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-05,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-06,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-07,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-08,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-09,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-10,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-11,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-12,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-13,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-14,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-15,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-16,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-17,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-18,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-19,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-20,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-21,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-22,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-23,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-24,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-25,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-26,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-27,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-28,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-29,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-30,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-01-31,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-01,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-02,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-03,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-04,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-05,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-06,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-07,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-08,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-09,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-10,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-11,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-12,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-13,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-14,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-15,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-16,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-17,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-18,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-19,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-20,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-21,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-22,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-23,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-24,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-25,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-26,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-27,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-28,0.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-02-29,1.0,1.0,0.0,0.0,,,
Europe,Monaco,2020-03-01,1.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-02,1.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-03,,,,,,,
Europe,Monaco,2020-03-04,,,,,,,
Europe,Monaco,2020-03-05,,,,,,,
Europe,Monaco,2020-03-06,,,,,,,
Europe,Monaco,2020-03-07,,,,,,,
Europe,Monaco,2020-03-08,,,,,,,
Europe,Monaco,2020-03-09,,,,,,,
Europe,Monaco,2020-03-10,,,,,,,
Europe,Monaco,2020-03-11,,,,,,,
Europe,Monaco,2020-03-12,,,,,,,
Europe,Monaco,2020-03-13,,,,,,,
Europe,Monaco,2020-03-14,,,,,,,
Europe,Monaco,2020-03-15,7.0,6.0,0.0,0.0,,,
Europe,Monaco,2020-03-16,9.0,2.0,0.0,0.0,,,
Europe,Monaco,2020-03-17,9.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-18,9.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-19,9.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-20,12.0,3.0,0.0,0.0,,,
Europe,Monaco,2020-03-21,18.0,6.0,0.0,0.0,,,
Europe,Monaco,2020-03-22,18.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-23,20.0,2.0,0.0,0.0,,,
Europe,Monaco,2020-03-24,22.0,2.0,0.0,0.0,,,
Europe,Monaco,2020-03-25,23.0,1.0,0.0,0.0,,,
Europe,Monaco,2020-03-26,23.0,0.0,0.0,0.0,,,
Europe,Monaco,2020-03-27,26.0,3.0,0.0,0.0,,,
Europe,Monaco,2020-03-28,32.0,6.0,0.0,0.0,,,
